key,locale,package,origin_text,text
core::web.or,en,metafox/core,or,or
core::web.other_results,en,metafox/core,Other Results,Other Results
core::web.overview,en,metafox/core,Overview,Overview
core::web.owner,en,metafox/core,Owner,Owner
core::web.packages,en,metafox/core,Packages,Packages
core::web.packages_detail,en,metafox/core,Package Details,Package Details
core::web.page,en,metafox/core,Page,Page
core::web.pages,en,metafox/core,Pages,Pages
core::web.password,en,metafox/core,Password,Password
core::web.pause,en,metafox/core,Pause,Pause
core::web.pay,en,metafox/core,Pay,Pay
core::web.pending,en,metafox/core,Pending,Pending
core::web.pending_posts,en,metafox/core,Pending Posts,Pending Posts
core::web.pending_request,en,metafox/core,Pending Request,Pending Request
core::web.pending_requests,en,metafox/core,Pending Requests,Pending Requests
core::web.people_also_like,en,metafox/core,People also like,People also like
core::web.people_going,en,metafox/core,"{ value, plural, =0{No people going} =1{# person going} other{# people going} }","{ value, plural, =0{No people going} =1{# person going} other{# people going} }"
core::web.people_liked_this,en,metafox/core,people liked this,people liked this
core::web.people_like_this_photo,en,metafox/core,"{like, plural, =1{# person} other{# people}} people like this photo","{like, plural, =1{# person} other{# people}} people like this photo"
core::web.percent_correct,en,metafox/core,({percent_correct}%),({percent_correct}%)
core::web.permalink_copied_to_clipboard,en,metafox/core,Permalink has been copied to clipboard!,Permalink has been copied to clipboard!
core::web.permission_denied_cant_download_photo,en,metafox/core,You don't have permission to download the photo.,You don't have permission to download the photo.
core::web.permissions,en,metafox/core,Permissions,Permissions
core::web.person_liked_this,en,metafox/core,person liked this,person liked this
core::web.photo,en,metafox/core,Photo,Photo
core::web.photo_album,en,metafox/core,Photo Album:,Photo Album:
core::web.photo_downloaded_successfully,en,metafox/core,Photo has been downloaded successfully.,Photo has been downloaded successfully.
core::web.photos,en,metafox/core,Photos,Photos
core::web.picture_format_is_not_correct,en,metafox/core,Oops! Picture format is not correct.,Oops! Picture format is not correct.
core::web.pinned,en,metafox/core,Pinned,Pinned
core::web.play,en,metafox/core,Play,Play
core::web.playlist,en,metafox/core,Playlist,Playlist
core::web.please_allow_display_over_other_apps_to_show_incoming_call_next_time_when_app_is_in_background,en,metafox/core,"Please enable ""Display over other apps"" to allow incoming calls when app runs in background","Please enable ""Display over other apps"" to allow incoming calls when app runs in background"
core::web.please_answer_all_questions,en,metafox/core,Please answer all questions.,Please answer all questions.
core::web.please_log_in_before_sharing,en,metafox/core,Please log in before sharing,Please log in before sharing
core::web.please_vote_an_option,en,metafox/core,Please vote an option,Please vote an option
core::web.poll,en,metafox/core,Poll,Poll
core::web.poll_results,en,metafox/core,Poll Results,Poll Results
core::web.popular,en,metafox/core,Popular,Popular
core::web.post,en,metafox/core,Post,Post
core::web.post_as_label,en,metafox/core,Post as: {label},Post as: {label}
core::web.posted_by,en,metafox/core,Posted by {name},Posted by {name}
core::web.posted_by_,en,metafox/core,Posted by,Posted by
core::web.posted_in_,en,metafox/core,Posted in,Posted in
core::web.post_status,en,metafox/core,Post Status,Post Status
core::web.press_esc_to_close,en,metafox/core,Press ESC to close,Press ESC to close
core::web.preview,en,metafox/core,Preview,Preview
core::web.price,en,metafox/core,Price,Price
core::web.privacy,en,metafox/core,Privacy,Privacy
core::web.process_payment,en,metafox/core,Process Payment,Process Payment
core::web.profile_privacy,en,metafox/core,Profile Privacy,Profile Privacy
core::web.profile_private,en,metafox/core,Profile is private,Profile is private
core::web.profile_private_description,en,metafox/core,You cannot see overview of this user due to user privacy.,You cannot see overview of this user due to user privacy.
core::web.provide_a_name_for_your_list,en,metafox/core,Provide a name for your list.,Provide a name for your list.
core::web.public,en,metafox/core,Public,Public
core::web.public_group_chat,en,metafox/core,Public Group (anyone can find and join this group chat via Groups Listing page),Public Group (anyone can find and join this group chat via Groups Listing page)
core::web.publish,en,metafox/core,Publish,Publish
core::web.publish_date,en,metafox/core,Publish Date,Publish Date
core::web.publish_date_colon,en,metafox/core,Publish Date:,Publish Date:
core::web.published,en,metafox/core,Published,Published
core::web.purchase,en,metafox/core,Purchase,Purchase
core::web.quantity,en,metafox/core,Quantity,Quantity
core::web.question,en,metafox/core,Question,Question
core::web.question_index,en,metafox/core,Question #{index},Question #{index}
core::web.question_with_index,en,metafox/core,Question {value},Question {value}
core::web.quiz,en,metafox/core,Quiz,Quiz
core::web.rating,en,metafox/core,Rating,Rating
core::web.reaction,en,metafox/core,Reaction,Reaction
core::web.reactions,en,metafox/core,Reactions,Reactions
core::web.read_more,en,metafox/core,Read More,Read More
core::web.read_only_chat,en,metafox/core,Read-Only Chat (only admins and moderators can post in groups),Read-Only Chat (only admins and moderators can post in groups)
core::web.read_only_post,en,metafox/core,This is a read-only post,This is a read-only post
core::web.rebuild_site,en,metafox/core,Rebuild Site,Rebuild Site
core::web.receive_sound_notifications,en,metafox/core,Notification sound on website,Notification sound on website
core::web.recently_active,en,metafox/core,Recently Active,Recently Active
core::web.recents,en,metafox/core,Recents,Recents
core::web.refresh,en,metafox/core,Refresh,Refresh
core::web.reject,en,metafox/core,Reject,Reject
core::web.release_to_cancel,en,metafox/core,Release to cancel,Release to cancel
core::web.reload,en,metafox/core,Reload,Reload
core::web.remove,en,metafox/core,Remove,Remove
core::web.remove_account,en,metafox/core,Remove Account,Remove Account
core::web.remove_account_successfully,en,metafox/core,Remove account successfully.,Remove account successfully.
core::web.remove_all,en,metafox/core,Remove All,Remove All
core::web.removed,en,metafox/core,Removed,Removed
core::web.remove_from_now_playing_list,en,metafox/core,Remove from now playing list,Remove from now playing list
core::web.remove_layout_section,en,metafox/core,Remove this section,Remove this section
core::web.remove_preview,en,metafox/core,Remove Preview,Remove Preview
core::web.remove_this_link,en,metafox/core,Remove this link,Remove this link
core::web.remove_this_photo,en,metafox/core,Remove this photo,Remove this photo
core::web.remove_this_video,en,metafox/core,Remove this video,Remove this video
core::web.replies,en,metafox/core,Replies,Replies
core::web.reply,en,metafox/core,Reply,Reply
core::web.replying_to,en,metafox/core,Replying to,Replying to
core::web.report,en,metafox/core,Report,Report
core::web.reposition,en,metafox/core,Reposition,Reposition
core::web.requested,en,metafox/core,Requested,Requested
core::web.request_new_password,en,metafox/core,Request New Password,Request New Password
core::web.request_password,en,metafox/core,Request Password,Request Password
core::web.request_permission,en,metafox/core,Request Permission,Request Permission
core::web.requests,en,metafox/core,Requests,Requests
core::web.request_sent,en,metafox/core,Request Sent,Request Sent
core::web.resend_passcode,en,metafox/core,Resend Passcode,Resend Passcode
core::web.reset,en,metafox/core,Reset,Reset
core::web.reset_lower,en,metafox/core,Reset,Reset
core::web.rich_text_editor_add_column_header_table,en,metafox/core,Add column header,Add column header
core::web.rich_text_editor_add_row_header_table,en,metafox/core,Add row header,Add row header
core::web.rich_text_editor_background_color,en,metafox/core,Background Color,Background Color
core::web.rich_text_editor_bold,en,metafox/core,Bold,Bold
core::web.rich_text_editor_bullet_list,en,metafox/core,Bullet List,Bullet List
core::web.rich_text_editor_cell_background_color,en,metafox/core,Cell background color,Cell background color
core::web.rich_text_editor_center_align,en,metafox/core,Center Align,Center Align
core::web.rich_text_editor_check_list,en,metafox/core,Check List,Check List
core::web.rich_text_editor_clear_formatting,en,metafox/core,Clear Formatting,Clear Formatting
core::web.rich_text_editor_columns,en,metafox/core,Columns,Columns
core::web.rich_text_editor_delete_column,en,metafox/core,Delete column,Delete column
core::web.rich_text_editor_delete_row,en,metafox/core,Delete row,Delete row
core::web.rich_text_editor_delete_table,en,metafox/core,Delete table,Delete table
core::web.rich_text_editor_embed,en,metafox/core,Embed,Embed
core::web.rich_text_editor_embed_iframe,en,metafox/core,Embed Iframe,Embed Iframe
core::web.rich_text_editor_end_align,en,metafox/core,End Align,End Align
core::web.rich_text_editor_external_image,en,metafox/core,External Image,External Image
core::web.rich_text_editor_format_text_align_description,en,metafox/core,Formatting options for text alignment,Formatting options for text alignment
core::web.rich_text_editor_heading_1,en,metafox/core,Heading 1,Heading 1
core::web.rich_text_editor_heading_2,en,metafox/core,Heading 2,Heading 2
core::web.rich_text_editor_heading_3,en,metafox/core,Heading 3,Heading 3
core::web.rich_text_editor_height,en,metafox/core,Height,Height
core::web.rich_text_editor_image,en,metafox/core,Image,Image
core::web.rich_text_editor_insert,en,metafox/core,Insert,Insert
core::web.rich_text_editor_insert_image,en,metafox/core,Insert Image,Insert Image
core::web.rich_text_editor_insert_link,en,metafox/core,Insert Link,Insert Link
core::web.rich_text_editor_insert_table,en,metafox/core,Insert Table,Insert Table
core::web.rich_text_editor_insert_value_column_left,en,metafox/core,"Insert { value, plural, =1{column} other{# columns} } left","Insert { value, plural, =1{column} other{# columns} } left"
core::web.rich_text_editor_insert_value_column_right,en,metafox/core,"Insert { value, plural, =1{column} other{# columns} } right","Insert { value, plural, =1{column} other{# columns} } right"
core::web.rich_text_editor_insert_value_row_above,en,metafox/core,"Insert { value, plural, =1{row} other{# rows} } above","Insert { value, plural, =1{row} other{# rows} } above"
core::web.rich_text_editor_insert_value_row_below,en,metafox/core,"Insert { value, plural, =1{row} other{# rows} } below","Insert { value, plural, =1{row} other{# rows} } below"
core::web.rich_text_editor_italic,en,metafox/core,Italic,Italic
core::web.rich_text_editor_justify_align,en,metafox/core,Justify Align,Justify Align
core::web.rich_text_editor_left_align,en,metafox/core,Left Align,Left Align
core::web.rich_text_editor_merge_cells,en,metafox/core,Merge cells,Merge cells
core::web.rich_text_editor_normal,en,metafox/core,Normal,Normal
core::web.rich_text_editor_numbered_list,en,metafox/core,Numbered List,Numbered List
core::web.rich_text_editor_number_of_columns_from_to,en,metafox/core,# of columns ({from}-{to}),# of columns ({from}-{to})
core::web.rich_text_editor_number_of_rows_from_to,en,metafox/core,# of rows ({from}-{to}),# of rows ({from}-{to})
core::web.rich_text_editor_redo,en,metafox/core,Redo,Redo
core::web.rich_text_editor_remove_column_header_table,en,metafox/core,Remove column header,Remove column header
core::web.rich_text_editor_remove_row_header_table,en,metafox/core,Remove row header,Remove row header
core::web.rich_text_editor_right_align,en,metafox/core,Right Align,Right Align
core::web.rich_text_editor_rows,en,metafox/core,Rows,Rows
core::web.rich_text_editor_start_align,en,metafox/core,Start Align,Start Align
